Contig,Start,End,Strand
HCP21_2_75034,6,125,-
HCP21_2_75534,1,129,+
HCP21_2_77034,10,141,+
HCP21_2_79534,28,159,+
HCP21_2_80034,7,93,+
HCP21_2_81534,6,236,+
HCP21_2_86688,10,120,+
HCP21_2_87688,2,129,-
HCP21_2_93188,3,224,+
HCP21_2_98360,1,120,+
HCP21_2_102360,2,156,-
HCP21_2_117959,1,194,-
HCP21_2_127707,2,136,+
HCP21_2_131707,2,190,+
HCP21_2_135386,2,108,-
HCP21_2_147386,67,174,-
HCP21_2_147886,2,96,-
HCP21_2_158739,9,143,-
HCP21_2_160239,5,163,-
HCP21_2_162739,5,190,-
HCP21_8509,1,309,+
HCP21_3116,3,1013,+
HCP21_3794,1,360,-
HCP21_6445,50,334,+
HCP21_5528,3,421,-
HCP21_5528,426,533,-
HCP21_8526,24,383,+
HCP21_8732,3,377,+
HCP21_2755,3,386,-
HCP21_711_,2,271,-
HCP21_6350,91,447,-
HCP21_1144,3,335,-
HCP21_5138,3,275,+
HCP21_6683,2,418,-
HCP21_6813,2,379,+
HCP21_1138,1,369,-
HCP21_2090,3,299,+
HCP21_2619,53,427,+
HCP21_3417,1,84,+
HCP21_4815,50,1174,+
HCP21_4979,156,326,+
HCP21_6107,2,1438,-
HCP21_3643,1,255,-
HCP21_9120,174,308,-
HCP21_8880,1,477,+
HCP21_7114,411,575,+
HCP21_10017,13,312,+
HCP21_3313,270,655,-
HCP21_3613,88,507,+
HCP21_3613,846,1187,+
HCP21_1918,48,296,-
HCP21_132_,2,1060,+
HCP21_132_,1175,2380,-
HCP21_9983,9,974,-
HCP21_1723,2,433,+
HCP21_2913,96,392,+
HCP21_2913,385,675,+
HCP21_8382,3,440,+
HCP21_566_,2,301,+
HCP21_1012,21,326,-
HCP21_7574,3,1238,+
HCP21_4858,3,476,+
HCP21_275_,3,287,-
HCP21_1_1_newblercontig06512,6,245,+
HCP21_1_1_newblercontig07695,52,231,+
HCP21_1_1_newblercontig11091,51,224,+
HCP21_1_1_newblercontig13795,3,233,+
HCP21_1_1_newblercontig16604,10,150,-
HCP21_2_1847,2,106,+
HCP21_2_2347,2,108,-
HCP21_2_7847,2,139,+
HCP21_2_15180,2,100,+
HCP21_2_25180,4,183,+
HCP21_2_29905,3,110,+
HCP21_2_37405,3,187,-
HCP21_2_47007,1,135,+
HCP21_2_53507,22,198,-
HCP21_2_62393,3,112,-
HCP21_2_62893,2,121,+
HCP21_2_63893,3,133,-
HCP21_2_70036,4,102,+
HCP21_2_76536,19,138,+
HCP21_2_78036,3,127,-
HCP21_2_108961,3,112,-
HCP21_2_109961,1,117,+
HCP21_2_120709,2,100,+
HCP21_2_125209,3,118,-
HCP21_2_128709,3,146,+
HCP21_2_129209,51,152,-
HCP21_2_143888,93,158,+
HCP21_2_148388,2,205,+
HCP21_2_148888,15,200,-
HCP21_2_158741,3,143,-
HCP21_4076,2,552,-
HCP21_7788,3,395,+
HCP21_622_,1,312,-
HCP21_1074,1,87,+
HCP21_1303,1,333,-
HCP21_10875,3,800,-
HCP21_1824,2,364,+
HCP21_10491,113,826,+
HCP21_3237,2,655,+
HCP21_3237,684,1583,+
HCP21_3237,1648,1716,+
HCP21_1791,2,325,+
HCP21_1566,1,339,-
HCP21_9609,174,455,-
HCP21_8890,1,750,+
HCP21_1332,28,351,-
HCP21_9350,36,320,-
HCP21_3495,2,1225,-
HCP21_10092,3,491,+
HCP21_8755,1,342,-
HCP21_2_80537,1,196,-
HCP21_9545,24,377,-
HCP21_10863,2,361,-
HCP21_10571,2,502,-
HCP21_2346,2,361,-
HCP21_5389,147,464,-
HCP21_3884,2,274,-
HCP21_5950,2,304,+
HCP21_656_,1,303,+
HCP21_4135,2,328,-
HCP21_10726,222,824,-
HCP21_9837,1,318,+
HCP21_5412,43,453,-
HCP21_10788,3,392,-
HCP21_6750,1,321,+
HCP21_8897,41,583,+
HCP21_5409,56,1234,-
HCP21_4067,218,355,-
HCP21_1032,69,350,-
HCP21_6515,50,331,+
HCP21_9630,2,481,+
HCP21_2_5849,1,123,+
HCP21_2_12349,13,189,+
HCP21_2_22182,21,137,-
HCP21_2_25682,76,195,+
HCP21_2_28407,2,100,+
HCP21_2_32407,4,120,-
HCP21_2_35407,3,151,-
HCP21_2_42509,4,111,+
HCP21_2_54009,16,207,-
HCP21_2_59895,3,103,-
HCP21_2_63395,26,130,+
HCP21_2_66895,3,173,+
HCP21_2_67395,1,186,+
HCP21_2_89692,6,146,+
HCP21_2_92692,1,204,+
HCP21_2_104864,3,206,+
HCP21_2_108963,3,112,-
HCP21_2_112963,3,137,-
HCP21_2_113463,6,140,+
HCP21_2_118463,1,213,+
HCP21_2_124711,1,114,+
HCP21_2_129211,1,153,+
HCP21_2_132211,3,212,+
HCP21_2_140390,3,131,+
HCP21_2_141890,2,141,-
HCP21_2_145890,3,179,-
HCP21_2_146890,26,172,-
HCP21_2_147890,3,202,-
HCP21_2_161243,4,186,-
HCP21_281_,1,372,-
HCP21_7781,2,676,-
HCP21_1000,3,391,-
HCP21_5325,16,696,-
HCP21_6653,25,285,+
HCP21_7546,3,194,+
HCP21_3494,2,301,-
HCP21_2921,3,403,-
HCP21_5633,109,549,-
HCP21_7083,3,104,+
HCP21_7083,101,973,+
HCP21_3150,1,537,-
HCP21_2180,1,321,+
HCP21_3737,2,247,-
HCP21_2047,2,393,-
HCP21_10910,94,525,+
HCP21_5156,3,92,+
HCP21_5156,104,202,+
HCP21_7349,2,88,-
HCP21_7349,76,768,-
HCP21_7349,809,970,-
HCP21_6701,3,629,+
HCP21_6237,3,299,+
HCP21_2834,154,294,+
HCP21_10133,119,406,+
HCP21_10133,641,946,+
HCP21_1_1_newblercontig10548,3,200,+
HCP21_1_1_newblercontig15359,56,136,+
HCP21_2_1350,3,100,-
HCP21_2_3850,1,114,+
HCP21_2_8350,29,145,-
HCP21_2_10350,6,167,-
HCP21_2_20183,3,122,+
HCP21_2_21683,3,133,-
HCP21_2_24183,3,89,+
HCP21_2_26183,3,209,-
HCP21_2_33408,3,131,-
HCP21_2_40010,2,103,+
HCP21_2_49510,3,155,+
HCP21_2_51510,24,173,-
HCP21_2_52510,6,185,+
HCP21_2_55510,2,235,+
HCP21_2_64896,3,143,-
HCP21_2_67396,16,183,+
HCP21_2_70539,2,105,-
HCP21_2_74539,31,120,-
HCP21_2_77039,3,142,-
HCP21_2_80539,3,200,-
HCP21_2_81039,2,219,-
HCP21_2_81539,5,235,-
HCP21_2_82193,3,100,-
HCP21_2_90193,5,115,-
HCP21_2_92193,3,188,+
HCP21_2_93193,3,224,+
HCP21_2_95865,3,107,-
HCP21_2_103365,4,168,-
HCP21_2_104365,3,196,-
HCP21_2_107964,2,109,+
HCP21_2_108964,4,111,+
HCP21_2_109964,4,117,-
HCP21_2_113464,2,141,-
HCP21_2_115464,3,158,+
HCP21_2_125212,5,118,+
HCP21_2_132712,3,154,-
HCP21_2_135891,3,110,+
HCP21_2_138891,4,123,+
HCP21_2_147391,3,199,-
HCP21_2_152744,2,105,-
HCP21_2_154244,11,103,+
HCP21_2_161744,10,195,-
HCP21_9790,5,403,-
HCP21_3210,27,188,-
HCP21_3210,231,365,-
HCP21_3210,340,561,-
HCP21_43__,2,271,+
HCP21_43__,439,1785,+
HCP21_43__,1870,2412,+
HCP21_43__,2443,3927,+
HCP21_43__,4072,4812,+
HCP21_2195,1,93,+
HCP21_2195,110,304,+
HCP21_970_,1,327,-
HCP21_2576,93,533,+
HCP21_7999,1,1136,-
HCP21_3468,2,733,-
HCP21_10647,1,393,-
HCP21_10647,395,712,-
HCP21_7128,3,509,+
HCP21_4487,46,189,-
HCP21_4487,430,660,+
HCP21_9036,2,301,+
HCP21_40__,2,529,-
HCP21_40__,708,2252,-
HCP21_144_,64,2856,-
HCP21_3382,3,449,-
HCP21_6389,2,286,+
HCP21_10002,3,689,+
HCP21_6584,2,208,+
HCP21_6584,268,381,+
HCP21_5572,242,469,+
HCP21_4459,1,1356,-
HCP21_9162,12,452,+
HCP21_9818,2,847,+
HCP21_5546,27,299,+
HCP21_6200,376,516,+
HCP21_6200,553,720,+
HCP21_6200,717,812,+
HCP21_4938,3,1091,-
HCP21_4938,1082,1228,-
HCP21_3510,4,393,-
HCP21_4726,108,644,-
HCP21_3916,3,389,-
HCP21_1568,1,381,+
HCP21_4678,7,528,-
HCP21_8936,29,361,+
HCP21_9960,1,75,+
HCP21_9960,114,188,+
HCP21_10654,3,86,-
HCP21_10654,188,436,-
HCP21_5985,2,94,+
HCP21_7287,2,253,-
HCP21_5687,1,228,+
HCP21_4071,2,370,+
HCP21_7477,3,647,+
HCP21_2208,3,311,+
HCP21_1_1_newblercontig02738,2,243,-
HCP21_1_1_newblercontig14841,6,200,+
HCP21_2_1352,3,104,+
HCP21_2_9852,3,155,-
HCP21_2_11852,1,171,+
HCP21_2_24185,5,85,-
HCP21_2_32410,2,123,-
HCP21_2_41012,3,107,-
HCP21_2_41512,29,109,+
HCP21_2_55512,3,236,+
HCP21_2_57398,2,100,+
HCP21_2_57898,2,102,-
HCP21_2_65398,5,145,+
HCP21_2_65898,13,156,+
HCP21_2_66398,1,162,+
HCP21_2_68898,1,231,+
HCP21_2_71541,3,107,-
HCP21_2_75041,11,127,-
HCP21_2_78041,47,154,+
HCP21_2_79541,2,175,+
HCP21_2_80041,21,191,-
HCP21_2_86695,3,113,-
HCP21_2_87695,2,127,+
HCP21_2_89695,2,145,+
HCP21_2_93195,55,222,-
HCP21_2_93867,1,81,+
HCP21_2_102867,1,135,+
HCP21_2_107966,3,98,+
HCP21_2_114966,2,156,-
HCP21_2_118966,5,220,-
HCP21_2_126714,3,128,+
HCP21_2_139893,46,129,+
HCP21_2_142893,1,147,+
HCP21_2_145393,2,175,+
HCP21_2_156246,3,122,-
HCP21_2_156746,3,125,-
HCP21_2_161246,37,186,+
HCP21_3832,2,559,+
HCP21_1409,43,213,+
HCP21_1409,169,363,+
HCP21_8410,1,312,+
HCP21_10591,1,324,-
HCP21_2256,28,249,-
HCP21_3287,3,569,-
HCP21_7432,2,751,+
HCP21_435_,1,372,+
HCP21_276_,1,360,+
HCP21_8727,3,362,-
HCP21_3164,98,169,+
HCP21_3164,232,375,+
HCP21_2769,2,565,-
HCP21_10209,2,151,+
HCP21_8726,69,314,-
HCP21_1896,2,328,+
HCP21_6464,2,1291,-
HCP21_2765,3,431,+
HCP21_8474,2,331,+
HCP21_7486,96,968,+
HCP21_4237,1,309,-
HCP21_3314,1,330,+
HCP21_2_1353,1,95,+
HCP21_2_1853,3,106,-
HCP21_2_5353,3,121,-
HCP21_2_5853,1,126,+
HCP21_2_10353,3,167,-
HCP21_2_13353,20,220,+
HCP21_2_16686,3,64,-
HCP21_2_26686,4,177,+
HCP21_2_29911,31,111,+
HCP21_2_31911,25,120,+
HCP21_2_38911,3,236,+
HCP21_2_41513,2,108,-
HCP21_2_59399,7,107,+
HCP21_2_67399,87,185,-
HCP21_2_67899,1,168,+
HCP21_2_68399,23,214,-
HCP21_2_75042,3,125,-
HCP21_2_79542,2,169,+
HCP21_2_81542,11,235,-
HCP21_2_86196,32,118,-
HCP21_2_89696,3,122,+
HCP21_2_91196,3,167,+
HCP21_2_100868,3,136,-
HCP21_2_101368,2,142,+
HCP21_2_103868,9,182,-
HCP21_2_115467,3,163,-
HCP21_2_118967,15,218,+
HCP21_2_124215,3,113,-
HCP21_2_131715,3,179,+
HCP21_2_136394,2,109,+
HCP21_2_138894,21,122,-
HCP21_2_140894,2,133,+
HCP21_2_146894,4,189,-
HCP21_2_147394,2,199,+
HCP21_2_148894,15,224,+
HCP21_2_157247,10,129,+
HCP21_2_161747,18,197,-
HCP21_2_162247,2,217,+
HCP21_9600,27,389,+
HCP21_1335,1,147,-
HCP21_1335,138,650,-
HCP21_10688,159,293,+
HCP21_6118,26,169,-
HCP21_4278,2,373,+
HCP21_10854,2,1771,-
HCP21_6963,3,338,-
HCP21_3597,115,330,-
HCP21_6214,3,719,+
HCP21_6170,3,470,-
HCP21_3517,1,795,-
HCP21_917_,1,438,+
HCP21_5644,2,847,+
HCP21_842_,95,223,-
HCP21_9349,3,1013,+
HCP21_5214,29,403,-
HCP21_1711,2,340,+
HCP21_9310,3,392,+
HCP21_8995,2,619,+
HCP21_2251,43,306,-
HCP21_8527,3,236,+
HCP21_8527,284,427,+
HCP21_2_7413,2,135,-
HCP21_2_8913,4,151,-
HCP21_2_15246,2,99,-
HCP21_2_17746,1,105,-
HCP21_2_21746,2,130,+
HCP21_2_26246,6,212,-
HCP21_2_26746,3,223,-
HCP21_2_37471,2,189,-
HCP21_2_37971,1,204,+
HCP21_2_40573,6,104,+
HCP21_2_65459,3,149,+
HCP21_2_66959,2,175,+
HCP21_2_68459,3,217,-
HCP21_2_69602,6,101,-
HCP21_2_70102,1,102,+
HCP21_2_72102,8,103,-
HCP21_2_80602,6,206,-
HCP21_2_83256,2,106,+
HCP21_2_84256,3,109,-
HCP21_2_91256,4,123,+
HCP21_2_92756,3,145,-
HCP21_2_93256,11,226,+
HCP21_2_93928,20,100,-
HCP21_2_96928,3,104,+
HCP21_2_97428,1,115,-
HCP21_2_148954,1,228,+
HCP21_2_156307,3,122,-
HCP21_2_156807,3,125,-
HCP21_4928,22,285,-
HCP21_7260,2,349,+
HCP21_2582,8,601,+
HCP21_2555,3,854,-
HCP21_9699,55,612,-
HCP21_6125,53,340,+
HCP21_15__,3,119,-
HCP21_15__,141,839,-
HCP21_15__,841,1185,-
HCP21_15__,1224,1835,-
HCP21_15__,1840,2190,-
HCP21_15__,2190,3338,-
HCP21_15__,3469,4113,-
HCP21_15__,4129,4704,-
HCP21_10519,3,347,-
HCP21_9986,2,373,-
HCP21_3399,23,628,-
HCP21_1428,2,229,+
HCP21_9011,86,304,+
HCP21_9011,336,494,+
HCP21_5787,3,86,+
HCP21_2895,2,355,+
HCP21_740_,3,302,+
HCP21_2299,1,345,+
HCP21_342_,2,667,-
HCP21_9417,1,360,-
HCP21_1127,2,313,+
HCP21_3626,3,398,+
HCP21_7382,17,652,-
HCP21_5895,102,725,+
HCP21_6012,1,99,+
HCP21_5202,3,935,-
HCP21_5718,79,711,+
HCP21_8347,3,317,+
HCP21_8347,321,1469,+
HCP21_4624,2,709,+
HCP21_10652,1,573,+
HCP21_10015,2,613,+
HCP21_5040,3,500,+
HCP21_703_,2,337,+
HCP21_7700,315,434,+
HCP21_1115,25,294,-
HCP21_1115,336,401,-
HCP21_3696,6,410,-
HCP21_1042,16,339,-
HCP21_1117,1,330,+
HCP21_10579,2,415,+
HCP21_3855,1,93,+
HCP21_3855,205,303,-
HCP21_494_,3,368,-
HCP21_4415,3,440,+
HCP21_1731,1,474,-
HCP21_2_6355,2,129,-
HCP21_2_29913,3,110,+
HCP21_2_34913,2,145,+
HCP21_2_40515,3,104,-
HCP21_2_41515,1,106,+
HCP21_2_49515,9,152,-
HCP21_2_50015,42,158,-
HCP21_2_51015,6,167,-
HCP21_2_52015,26,178,-
HCP21_2_55515,3,235,-
HCP21_2_60901,1,114,+
HCP21_2_68401,1,213,+
HCP21_2_68901,2,231,-
HCP21_2_72044,18,110,-
HCP21_2_80044,2,192,-
HCP21_2_81044,3,218,+
HCP21_2_84198,3,107,+
HCP21_2_88698,4,135,+
HCP21_2_91698,8,178,+
HCP21_2_98370,3,110,+
HCP21_2_98870,3,121,-
HCP21_2_110469,2,120,-
HCP21_2_110969,2,112,+
HCP21_2_112969,1,135,+
HCP21_2_113469,3,140,+
HCP21_2_116969,12,185,-
HCP21_2_117969,3,200,-
HCP21_2_118969,46,222,+
HCP21_2_127217,2,133,+
HCP21_2_138896,3,122,-
HCP21_2_143896,42,158,-
HCP21_2_148896,57,227,+
HCP21_2_155749,8,118,+
HCP21_2_161749,3,197,-
HCP21_9563,28,327,+
HCP21_4417,2,340,+
HCP21_3502,1,900,-
HCP21_6329,2,526,+
HCP21_10639,2,319,-
HCP21_10705,33,533,-
HCP21_10705,659,730,+
HCP21_7255,29,460,-
HCP21_3195,1,273,-
HCP21_3195,278,388,-
HCP21_6006,2,124,-
HCP21_6006,314,532,-
HCP21_2844,255,479,+
HCP21_5575,1,618,+
HCP21_9152,3,1142,-
HCP21_10728,3,410,+
HCP21_906_,3,347,+
HCP21_7616,134,472,-
HCP21_3434,2,553,-
HCP21_108_,3,2354,-
HCP21_108_,2434,3591,-
HCP21_7588,1,393,+
HCP21_9345,49,216,+
HCP21_10018,2,2128,-
HCP21_7158,3,566,+
HCP21_8376,45,497,-
HCP21_1716,2,379,+
HCP21_6669,108,242,-
HCP21_3718,2,435,-
HCP21_5768,190,843,-
HCP21_1601,3,329,-
HCP21_2236,47,355,-
HCP21_9321,1,336,+
HCP21_6514,29,367,+
HCP21_3575,174,461,-
HCP21_4081,41,1033,-
HCP21_5626,3,434,+
HCP21_1349,40,369,-
HCP21_9028,57,605,+
HCP21_9250,88,276,-
HCP21_4943,2,274,+
HCP21_1956,243,302,-
HCP21_4850,1,201,-
HCP21_4850,368,550,-
HCP21_5820,1,975,+
HCP21_2_6857,2,126,-
HCP21_2_19190,2,117,-
HCP21_2_25690,28,195,-
HCP21_2_26190,3,212,+
HCP21_2_30915,18,116,+
HCP21_2_38415,2,214,+
HCP21_2_52517,12,185,+
HCP21_2_55517,6,236,-
HCP21_2_65903,2,157,+
HCP21_2_67903,2,198,+
HCP21_2_71546,3,106,-
HCP21_2_72546,2,112,+
HCP21_2_75546,15,128,+
HCP21_2_78046,10,147,+
HCP21_2_88700,1,135,+
HCP21_2_148398,3,215,-
HCP21_2_153751,31,108,+
HCP21_2_154751,1,114,+
HCP21_2_156251,3,121,-
HCP21_2_157251,3,130,-
HCP21_2_160251,3,161,-
HCP21_2_161251,3,185,+
HCP21_10427,537,662,+
HCP21_9521,1,432,+
HCP21_7887,1,177,+
HCP21_7887,297,365,+
HCP21_2475,3,305,-
HCP21_323_,1,306,+
HCP21_1506,1,393,+
HCP21_1482,2,300,-
HCP21_2465,1,162,-
HCP21_5230,3,839,+
HCP21_9551,41,397,-
HCP21_9486,1,357,+
HCP21_4421,16,1215,+
HCP21_7969,2,382,-
HCP21_3874,341,454,+
HCP21_871_,2,340,+
HCP21_2820,2,436,-
HCP21_8928,3,509,+
HCP21_3333,3,110,-
HCP21_3333,252,467,-
HCP21_9946,1,384,+
HCP21_1500,42,401,+
HCP21_2_162752,1,237,-
HCP21_10671,3,1547,+
HCP21_7688,2,403,+
HCP21_3955,3,599,+
HCP21_3834,6,416,-
HCP21_9594,1,330,-
HCP21_6904,185,388,+
HCP21_8768,3,95,+
HCP21_8903,3,368,+
HCP21_8903,391,483,-
HCP21_6376,90,703,-
HCP21_6804,2,1108,+
HCP21_6804,1361,1696,+
HCP21_7228,6,815,+
HCP21_4992,3,560,+
HCP21_7124,3,488,-
HCP21_177_,1,1920,-
HCP21_38__,6,2648,-
HCP21_38__,2645,2755,-
HCP21_5374,2,211,-
HCP21_5374,409,543,-
HCP21_604_,1,390,+
HCP21_2883,3,896,+
HCP21_10332,3,347,-
HCP21_2222,96,353,-
HCP21_10032,1,627,-
HCP21_2_39519,2,102,+
HCP21_2_85702,1,116,+
HCP21_9665,67,528,-
HCP21_1663,1,309,-
HCP21_5367,1,732,-
HCP21_9737,2,742,-
HCP21_9737,724,912,-
HCP21_10567,2,378,-
HCP21_2467,76,480,-
HCP21_9671,3,1019,+
HCP21_885_,5,310,-
HCP21_3523,1,468,+
HCP21_10620,419,589,-
HCP21_10620,640,714,-
HCP21_6897,1,1482,-
HCP21_2279,3,344,+
HCP21_4406,4,429,-
HCP21_2213,3,311,+
HCP21_7693,28,369,-
HCP21_10484,1,84,+
HCP21_6475,31,345,-
HCP21_2540,20,310,-
HCP21_238_,2,67,-
HCP21_238_,101,436,-
HCP21_5915,70,588,+
HCP21_4812,2,348,-
HCP21_1_1_newblercontig03596,99,218,+
HCP21_1_1_newblercontig06526,6,245,-
HCP21_1_1_newblercontig11651,1,196,+
HCP21_1_1_newblercontig15371,2,133,+
HCP21_2_1360,3,104,-
HCP21_2_12860,8,205,+
HCP21_2_15193,3,101,+
HCP21_2_19693,3,119,+
HCP21_2_26193,3,211,-
HCP21_2_29418,4,108,+
HCP21_2_36418,3,167,+
HCP21_2_38418,6,215,+
HCP21_2_38918,54,179,-
HCP21_2_44020,3,119,+
HCP21_2_50520,5,163,-
HCP21_2_52020,3,179,+
HCP21_2_53020,5,151,+
HCP21_2_61906,3,118,-
HCP21_2_64406,2,136,+
HCP21_2_64906,2,144,-
HCP21_2_75049,2,121,+
HCP21_2_79049,1,171,+
HCP21_2_79549,2,181,-
HCP21_2_87203,3,125,-
HCP21_2_89203,3,139,-
HCP21_2_96375,3,110,-
HCP21_2_98875,2,121,+
HCP21_2_99375,8,124,+
HCP21_2_104875,3,211,-
HCP21_2_105375,13,165,+
HCP21_2_106974,2,105,-
HCP21_2_112474,3,133,-
HCP21_2_113474,20,139,-
HCP21_2_116474,2,175,+
HCP21_2_117474,1,192,+
HCP21_2_118474,12,209,+
HCP21_2_118974,3,203,-
HCP21_2_127222,43,132,-
HCP21_2_127722,8,136,+
HCP21_2_129722,1,159,+
HCP21_2_139401,3,127,-
HCP21_2_140901,2,135,-
HCP21_2_148901,68,184,+
HCP21_2_159754,9,146,-
HCP21_9993,1,360,+
HCP21_9993,344,502,+
HCP21_9175,8,298,+
HCP21_288_,2,397,+
HCP21_4084,3,347,+
HCP21_2361,3,326,-
HCP21_5292,74,280,-
HCP21_5292,277,1215,-
HCP21_4026,2,361,+
HCP21_4026,318,1112,+
HCP21_1412,1,255,-
HCP21_3868,1,921,+
HCP21_3031,2,328,-
HCP21_3304,230,550,-
HCP21_6126,3,905,+
HCP21_3529,2,274,+
HCP21_9509,366,440,-
HCP21_196_,2,262,+
HCP21_10576,29,1003,+
HCP21_4880,356,562,+
HCP21_10799,223,498,-
HCP21_2235,1,417,+
HCP21_1900,3,524,+
HCP21_4275,1,333,+
HCP21_1_1_newblercontig06527,64,240,+
HCP21_1_1_newblercontig07121,3,239,+
HCP21_2_2861,2,81,-
HCP21_2_7361,3,134,-
HCP21_2_18694,5,115,+
HCP21_2_19694,6,119,-
HCP21_2_23194,6,149,-
HCP21_2_31919,5,115,+
HCP21_2_35419,2,151,+
HCP21_2_42521,11,103,+
HCP21_2_43521,1,117,+
HCP21_2_44021,1,117,+
HCP21_2_45021,3,124,-
HCP21_2_47021,2,133,+
HCP21_2_48021,3,140,+
HCP21_2_49021,2,150,-
HCP21_2_53521,26,199,+
HCP21_2_57907,2,102,-
HCP21_2_62407,1,123,+
HCP21_2_63407,12,128,+
HCP21_2_67407,35,184,-
HCP21_2_79050,1,135,+
HCP21_2_94876,3,104,+
HCP21_2_96376,3,103,-
HCP21_2_103876,4,183,+
HCP21_2_104876,1,210,+
HCP21_2_105975,21,101,-
HCP21_2_106975,3,103,-
HCP21_2_111475,3,125,+
HCP21_2_120723,5,100,-
HCP21_2_122223,2,106,+
HCP21_2_128223,1,141,+
HCP21_2_128723,13,147,+
HCP21_2_129223,2,154,+
HCP21_2_132223,3,212,-
HCP21_2_142402,6,146,+
HCP21_2_146402,3,184,-
HCP21_2_159755,51,158,-
HCP21_2_161255,7,186,-
HCP21_6485,3,365,-
HCP21_10604,26,160,-
HCP21_193_,2,103,+
HCP21_193_,268,369,-
HCP21_963_,10,357,-
HCP21_8314,148,357,-
HCP21_9443,39,764,-
HCP21_7141,2,124,+
HCP21_7141,272,376,-
HCP21_7141,437,496,-
HCP21_5075,93,512,-
HCP21_10638,1,147,-
HCP21_10638,238,330,-
HCP21_5775,63,338,-
HCP21_1461,122,442,+
HCP21_5696,251,310,-
HCP21_4303,15,218,+
HCP21_8035,2,532,-
HCP21_1169,3,314,-
HCP21_5725,1,441,+
HCP21_8622,3,566,+
HCP21_2778,83,652,-
HCP21_2778,649,714,-
HCP21_6154,1,381,+
HCP21_5693,3,353,+
HCP21_1_1_newblercontig06528,4,231,-
HCP21_1_1_newblercontig07715,2,234,-
HCP21_1_1_newblercontig12750,3,173,+
HCP21_1_1_newblercontig16636,2,204,-
HCP21_2_7862,8,100,-
HCP21_2_8862,6,146,+
HCP21_2_9362,31,156,+
HCP21_2_11862,3,191,-
HCP21_2_15195,2,100,+
HCP21_2_19695,3,119,-
HCP21_2_31420,35,115,+
HCP21_2_32920,1,126,+
HCP21_2_35420,2,153,-
HCP21_2_43022,3,113,+
HCP21_2_48022,4,141,-
HCP21_2_55522,3,236,+
HCP21_2_57408,3,101,+
HCP21_2_64908,2,141,-
HCP21_2_72551,2,111,-
HCP21_2_80551,2,205,+
HCP21_2_89705,2,144,-
HCP21_2_90705,2,160,+
HCP21_2_92705,3,203,+
HCP21_2_94377,3,101,-
HCP21_2_96377,5,109,-
HCP21_2_98877,3,122,-
HCP21_2_104877,2,210,-
HCP21_2_113476,4,141,+
HCP21_2_116476,3,176,+
HCP21_2_117976,8,202,+
HCP21_2_138403,2,120,-
HCP21_2_147903,2,207,-
HCP21_2_152756,3,104,-
HCP21_2_161756,3,200,-
HCP21_2_162256,124,216,-
HCP21_2_162756,2,235,+
HCP21_5150,2,568,+
HCP21_9739,3,344,-
HCP21_119_,2,499,-
HCP21_119_,503,1198,-
HCP21_119_,1459,2031,-
HCP21_297_,3,407,-
HCP21_10640,102,536,+
HCP21_8785,3,1046,-
HCP21_7205,37,816,+
HCP21_228_,3,299,+
HCP21_9183,73,177,+
HCP21_9183,258,464,+
HCP21_7075,192,545,-
HCP21_2487,1,219,-
HCP21_2293,1,339,+
HCP21_3346,21,593,-
HCP21_5669,3,362,+
HCP21_2039,3,95,+
HCP21_330_,38,391,-
HCP21_5830,274,480,+
HCP21_5830,529,636,+
HCP21_10024,2,649,+
HCP21_7495,97,228,-
HCP21_4175,2,1411,-
HCP21_2_1863,3,107,-
HCP21_2_16696,2,105,-
HCP21_2_25696,1,195,+
HCP21_2_26696,4,213,-
HCP21_2_41023,3,106,-
HCP21_2_47523,2,138,-
HCP21_2_53523,3,197,+
HCP21_2_61909,14,115,+
HCP21_2_62909,3,125,-
HCP21_2_63409,18,128,+
HCP21_2_69552,4,102,-
HCP21_2_71552,3,107,-
HCP21_2_77052,4,132,-
HCP21_2_80052,71,190,-
HCP21_2_80552,3,203,-
HCP21_2_81552,54,179,-
HCP21_2_85706,1,114,+
HCP21_2_88206,3,130,-
HCP21_2_90206,3,140,-
HCP21_2_91206,55,165,+
HCP21_2_96378,14,109,+
HCP21_2_99878,8,127,+
HCP21_2_101378,39,143,+
HCP21_2_104378,3,196,-
HCP21_2_105378,75,227,+
HCP21_2_107977,7,108,-
HCP21_2_112977,10,135,+
HCP21_2_124725,3,115,-
HCP21_2_127725,3,136,-
HCP21_2_129225,17,142,+
HCP21_2_132225,15,176,+
HCP21_2_135904,2,105,-
HCP21_2_145404,3,173,+
HCP21_2_146904,3,194,-
HCP21_2_157257,2,130,+
HCP21_2_157757,2,133,+
HCP21_2_159257,20,139,+
HCP21_2_161257,2,187,+
HCP21_2_162257,9,197,-
HCP21_10309,45,605,-
HCP21_6905,601,1179,-
HCP21_979_,51,341,+
HCP21_5954,1,456,+
HCP21_4931,1,450,+
HCP21_3086,2,301,+
HCP21_212_,2,355,+
HCP21_10934,38,685,-
HCP21_9502,3,77,+
HCP21_9502,74,865,+
HCP21_4985,65,316,-
HCP21_3169,55,873,+
HCP21_3666,74,448,-
HCP21_4757,77,469,-
HCP21_4648,1,312,+
HCP21_3213,62,346,+
HCP21_10157,5,106,-
HCP21_10157,210,413,-
HCP21_3774,34,384,-
HCP21_10562,2,328,+
HCP21_4085,10,450,-
HCP21_9987,2,322,-
HCP21_801_,66,209,-
HCP21_801_,336,584,-
HCP21_5403,2,181,+
